customer_id,first_name,last_name,gender,date_of_birth,city,state,employment_type,monthly_income,signup_date,loan_id,loan_amount,interest_rate,tenure_months,loan_status,disbursement_date,repayment_id,due_date,payment_date,amount_paid,repayment_status,income_segment,high_risk_flag,large_loan_flag,missed_payment_flag
29,Margaret,Cunningham,Female,1983-05-29,Lake Catherine,Indiana,Freelancer,152072.0,2023-11-14,11093,151300.0,14.23,12,Active,2025-04-30,11355,2025-10-11,2025-12-10,33888.23,Late,High income,0,0,0
29,Margaret,Cunningham,Female,1983-05-29,Lake Catherine,Indiana,Freelancer,152072.0,2023-11-14,11093,151300.0,14.23,12,Active,2025-04-30,13962,2025-11-30,2026-03-29,9812.44,On-Time,High income,0,0,0
31,Maurice,Wagner,Female,1980-12-25,Sarahport,Florida,Self-Employed,66073.0,2026-01-07,3158,513105.0,21.19,6,Closed,2025-05-05,7247,2025-12-21,2025-09-01,15380.83,Missed,Middle income,0,1,1
31,Maurice,Wagner,Female,1980-12-25,Sarahport,Florida,Self-Employed,66073.0,2026-01-07,3158,513105.0,21.19,6,Closed,2025-05-05,9938,2026-03-07,2026-04-08,30744.73,Missed,Middle income,0,1,1
35,Timothy,Walker,Male,1965-07-20,Deannaborough,New Hampshire,Self-Employed,154145.0,2023-10-03,5010,88688.0,8.15,6,Default,2025-10-05,9267,2025-07-16,2026-02-07,12916.08,Late,High income,1,0,0
37,Vickie,Santos,Male,1980-04-01,Donnaland,New Jersey,Freelancer,172205.0,2026-04-24,6040,963614.0,8.61,6,Closed,2025-09-09,18883,2026-01-09,2025-10-26,4769.86,Late,High income,0,1,0
39,Leslie,Phillips,Male,1976-07-20,Stoneshire,West Virginia,Freelancer,83766.0,2026-01-30,7390,709734.0,23.14,36,Default,2026-04-14,3108,2025-08-24,2025-11-06,40145.0,Late,Middle income,1,1,0
39,Leslie,Phillips,Male,1976-07-20,Stoneshire,West Virginia,Freelancer,83766.0,2026-01-30,7390,709734.0,23.14,36,Default,2026-04-14,11809,2026-02-25,2026-02-04,31831.18,On-Time,Middle income,1,1,0
39,Leslie,Phillips,Male,1976-07-20,Stoneshire,West Virginia,Freelancer,83766.0,2026-01-30,12687,105377.0,20.26,24,Closed,2024-09-29,836,2026-01-17,2025-08-30,10896.77,Missed,Middle income,0,0,1
39,Leslie,Phillips,Male,1976-07-20,Stoneshire,West Virginia,Freelancer,83766.0,2026-01-30,12687,105377.0,20.26,24,Closed,2024-09-29,8590,2026-04-14,2026-03-29,36405.39,Missed,Middle income,0,0,1
39,Leslie,Phillips,Male,1976-07-20,Stoneshire,West Virginia,Freelancer,83766.0,2026-01-30,12687,105377.0,20.26,24,Closed,2024-09-29,15455,2026-04-06,2026-02-23,7168.82,Late,Middle income,0,0,0
40,Michael,Butler,Female,2000-09-12,Billystad,Michigan,Bussiness,196749.0,2024-11-20,1063,282538.0,11.6,6,Closed,2025-04-19,2108,2025-07-31,2026-02-14,33191.76,Missed,High income,0,0,1
40,Michael,Butler,Female,2000-09-12,Billystad,Michigan,Bussiness,196749.0,2024-11-20,1063,282538.0,11.6,6,Closed,2025-04-19,16469,2026-03-10,2026-01-20,48878.44,On-Time,High income,0,0,0
40,Michael,Butler,Female,2000-09-12,Billystad,Michigan,Bussiness,196749.0,2024-11-20,12543,474540.0,12.27,24,Default,2026-02-18,8065,2025-07-26,2025-10-28,22185.85,On-Time,High income,1,0,0
41,Kelly,Hobbs,Male,1982-12-29,North Mercedesview,South Carolina,Freelancer,112252.0,2024-07-18,8055,158174.0,8.47,12,Closed,2024-10-19,2593,2025-12-11,2026-04-27,3486.89,Late,High income,0,0,0
42,Carmen,Thompson,Female,2001-09-19,South Mariaborough,Arkansas,Freelancer,116716.0,2024-02-23,2973,57030.0,19.07,12,Default,2024-08-03,2193,2025-12-15,2026-01-05,48698.87,On-Time,High income,1,0,0
42,Carmen,Thompson,Female,2001-09-19,South Mariaborough,Arkansas,Freelancer,116716.0,2024-02-23,2973,57030.0,19.07,12,Default,2024-08-03,5174,2026-04-11,2025-07-11,30573.64,Missed,High income,1,0,1
45,Andrea,Maxwell,Female,2005-02-19,Lake Julia,Alabama,Salaried,60007.0,2026-01-15,5242,91085.0,23.97,48,Closed,2025-09-01,8537,2026-04-11,2025-09-14,40876.88,Late,Middle income,0,0,0
45,Andrea,Maxwell,Female,2005-02-19,Lake Julia,Alabama,Salaried,60007.0,2026-01-15,5242,91085.0,23.97,48,Closed,2025-09-01,12798,2026-02-19,2025-09-08,16062.47,Late,Middle income,0,0,0
45,Andrea,Maxwell,Female,2005-02-19,Lake Julia,Alabama,Salaried,60007.0,2026-01-15,5242,91085.0,23.97,48,Closed,2025-09-01,14440,2025-06-19,2025-11-08,49941.81,Late,Middle income,0,0,0
46,Patricia,Robertson,Female,1988-08-11,Matthewchester,Utah,Freelancer,74680.0,2026-03-14,10521,489193.0,19.72,48,Closed,2025-05-03,12442,2025-12-24,2025-10-09,26577.23,Late,Middle income,0,0,0
46,Patricia,Robertson,Female,1988-08-11,Matthewchester,Utah,Freelancer,74680.0,2026-03-14,10521,489193.0,19.72,48,Closed,2025-05-03,17851,2025-05-15,2025-10-26,27816.52,On-Time,Middle income,0,0,0
46,Patricia,Robertson,Female,1988-08-11,Matthewchester,Utah,Freelancer,74680.0,2026-03-14,11624,644051.0,19.91,24,Default,2024-09-21,1683,2026-05-09,2025-05-27,22672.25,Missed,Middle income,1,1,1
48,James,Carr,Female,1974-09-06,Port Sarahburgh,Nevada,Salaried,147475.0,2023-05-24,5881,828933.0,9.98,24,Default,2025-12-25,18663,2025-07-26,2025-07-22,35934.63,Late,High income,1,1,0
48,James,Carr,Female,1974-09-06,Port Sarahburgh,Nevada,Salaried,147475.0,2023-05-24,14338,687078.0,19.48,36,Default,2025-08-14,4948,2025-10-27,2026-02-16,22317.81,On-Time,High income,1,1,0
49,April,Melton,Male,1986-09-06,Karabury,Texas,Self-Employed,116842.0,2024-01-02,6035,430777.0,23.54,12,Active,2025-01-10,7985,2025-10-06,2025-05-31,41039.29,Late,High income,0,0,0
49,April,Melton,Male,1986-09-06,Karabury,Texas,Self-Employed,116842.0,2024-01-02,6035,430777.0,23.54,12,Active,2025-01-10,19321,2026-01-29,2025-12-15,18309.73,Missed,High income,0,0,1
49,April,Melton,Male,1986-09-06,Karabury,Texas,Self-Employed,116842.0,2024-01-02,13491,70834.0,18.72,36,Active,2026-04-11,8120,2026-04-12,2025-06-04,12476.58,Late,High income,0,0,0
49,April,Melton,Male,1986-09-06,Karabury,Texas,Self-Employed,116842.0,2024-01-02,13491,70834.0,18.72,36,Active,2026-04-11,17298,2025-12-18,2025-12-24,24446.18,Late,High income,0,0,0
49,April,Melton,Male,1986-09-06,Karabury,Texas,Self-Employed,116842.0,2024-01-02,14915,704879.0,12.15,36,Closed,2024-12-23,822,2025-06-30,2025-12-01,7805.94,Late,High income,0,1,0
49,April,Melton,Male,1986-09-06,Karabury,Texas,Self-Employed,116842.0,2024-01-02,14915,704879.0,12.15,36,Closed,2024-12-23,6927,2026-05-08,2025-12-25,9004.84,On-Time,High income,0,1,0
52,Brandon,Turner,Male,1980-04-26,South Kyliemouth,Delaware,Freelancer,143645.0,2025-03-19,14329,121912.0,15.74,24,Closed,2024-06-23,4969,2025-11-21,2025-11-03,40523.79,Missed,High income,0,0,1
52,Brandon,Turner,Male,1980-04-26,South Kyliemouth,Delaware,Freelancer,143645.0,2025-03-19,14329,121912.0,15.74,24,Closed,2024-06-23,11788,2026-01-27,2025-10-31,25299.4,On-Time,High income,0,0,0
53,Jason,Pittman,Male,1991-11-11,West Crystal,Utah,Bussiness,27243.0,2026-04-05,4993,381365.0,23.9,36,Closed,2025-11-30,7270,2026-01-19,2025-06-24,25973.15,Missed,Low income,0,0,1
55,Michael,Diaz,Male,1978-02-17,Melissamouth,Colorado,Salaried,66572.0,2023-10-26,13299,861594.0,8.75,6,Default,2024-09-23,2333,2026-04-11,2026-03-16,26480.31,Missed,Middle income,1,1,1
55,Michael,Diaz,Male,1978-02-17,Melissamouth,Colorado,Salaried,66572.0,2023-10-26,13299,861594.0,8.75,6,Default,2024-09-23,12028,2026-03-10,2026-03-06,24798.27,On-Time,Middle income,1,1,0
55,Michael,Diaz,Male,1978-02-17,Melissamouth,Colorado,Salaried,66572.0,2023-10-26,13299,861594.0,8.75,6,Default,2024-09-23,18020,2025-10-30,2026-01-23,43260.15,Late,Middle income,1,1,0
56,Gina,Hale,Male,1982-11-09,North Laurieton,Arizona,Freelancer,115828.0,2025-10-05,9369,172777.0,19.86,12,Closed,2024-08-04,3343,2026-03-05,2025-07-17,31185.49,Late,High income,0,0,0
56,Gina,Hale,Male,1982-11-09,North Laurieton,Arizona,Freelancer,115828.0,2025-10-05,9369,172777.0,19.86,12,Closed,2024-08-04,14394,2025-12-21,2025-08-09,25780.62,Missed,High income,0,0,1
56,Gina,Hale,Male,1982-11-09,North Laurieton,Arizona,Freelancer,115828.0,2025-10-05,13865,505729.0,16.77,24,Default,2025-02-21,12106,2025-09-25,2025-08-14,19263.39,Late,High income,1,1,0
56,Gina,Hale,Male,1982-11-09,North Laurieton,Arizona,Freelancer,115828.0,2025-10-05,13865,505729.0,16.77,24,Default,2025-02-21,13666,2026-02-26,2025-07-27,49132.54,Missed,High income,1,1,1
57,Joe,Torres,Male,1994-03-27,West Elizabeth,Michigan,Bussiness,166597.0,2024-12-16,213,396282.0,11.71,48,Default,2024-06-02,4722,2025-10-14,2025-11-08,48070.3,Late,High income,1,0,0
57,Joe,Torres,Male,1994-03-27,West Elizabeth,Michigan,Bussiness,166597.0,2024-12-16,213,396282.0,11.71,48,Default,2024-06-02,5765,2025-10-10,2026-01-24,16786.55,Late,High income,1,0,0
57,Joe,Torres,Male,1994-03-27,West Elizabeth,Michigan,Bussiness,166597.0,2024-12-16,213,396282.0,11.71,48,Default,2024-06-02,17938,2025-06-12,2025-08-27,19815.43,Late,High income,1,0,0
58,Manuel,Harris,Female,1993-09-18,North Jacqueline,Montana,Bussiness,47727.0,2025-11-27,3547,86355.0,23.04,48,Default,2026-03-01,7296,2026-03-21,2025-12-27,46928.89,On-Time,Low income,1,0,0
58,Manuel,Harris,Female,1993-09-18,North Jacqueline,Montana,Bussiness,47727.0,2025-11-27,3547,86355.0,23.04,48,Default,2026-03-01,9302,2025-09-18,2025-10-08,30223.56,On-Time,Low income,1,0,0
58,Manuel,Harris,Female,1993-09-18,North Jacqueline,Montana,Bussiness,47727.0,2025-11-27,3547,86355.0,23.04,48,Default,2026-03-01,10970,2026-03-10,2026-03-26,2395.56,On-Time,Low income,1,0,0
58,Manuel,Harris,Female,1993-09-18,North Jacqueline,Montana,Bussiness,47727.0,2025-11-27,3547,86355.0,23.04,48,Default,2026-03-01,11611,2026-02-21,2026-04-25,20243.33,Late,Low income,1,0,0
59,Jill,Cherry,Female,1981-03-31,Savannahland,Hawaii,Self-Employed,188296.0,2023-09-01,5922,355435.0,18.26,36,Closed,2024-09-29,19197,2025-10-28,2026-02-17,3167.84,Missed,High income,0,0,1
59,Jill,Cherry,Female,1981-03-31,Savannahland,Hawaii,Self-Employed,188296.0,2023-09-01,5922,355435.0,18.26,36,Closed,2024-09-29,19632,2026-04-14,2025-11-11,42197.33,On-Time,High income,0,0,0
60,Ashley,Williams,Male,2001-06-17,New Susanstad,Maine,Bussiness,37179.0,2025-08-06,1928,137351.0,23.95,6,Default,2024-06-20,12044,2026-02-02,2025-11-21,16914.61,On-Time,Low income,1,0,0
60,Ashley,Williams,Male,2001-06-17,New Susanstad,Maine,Bussiness,37179.0,2025-08-06,1928,137351.0,23.95,6,Default,2024-06-20,17480,2026-03-05,2025-06-29,48769.36,Missed,Low income,1,0,1
60,Ashley,Williams,Male,2001-06-17,New Susanstad,Maine,Bussiness,37179.0,2025-08-06,6465,676079.0,23.58,36,Default,2024-05-18,11407,2025-12-30,2025-11-04,32059.22,Late,Low income,1,1,0
62,Joshua,Ingram,Female,1969-06-26,New Lindamouth,Wyoming,Salaried,40832.0,2024-07-17,8161,891986.0,10.12,6,Closed,2024-07-02,9705,2025-05-27,2026-04-14,13326.7,Late,Low income,0,1,0
62,Joshua,Ingram,Female,1969-06-26,New Lindamouth,Wyoming,Salaried,40832.0,2024-07-17,8161,891986.0,10.12,6,Closed,2024-07-02,12955,2026-05-05,2025-07-12,21313.72,Missed,Low income,0,1,1
62,Joshua,Ingram,Female,1969-06-26,New Lindamouth,Wyoming,Salaried,40832.0,2024-07-17,8534,277910.0,22.09,24,Closed,2025-02-15,19078,2025-06-13,2025-10-11,21271.74,On-Time,Low income,0,0,0
62,Joshua,Ingram,Female,1969-06-26,New Lindamouth,Wyoming,Salaried,40832.0,2024-07-17,11278,845041.0,15.43,6,Closed,2026-04-06,7961,2025-12-31,2026-04-27,39855.04,Late,Low income,0,1,0
63,Colleen,Ford,Male,1996-06-02,South Christina,Washington,Salaried,77459.0,2026-03-11,1251,356273.0,11.06,48,Default,2025-11-11,16134,2025-06-02,2025-11-25,22003.81,Late,Middle income,1,0,0
64,Alex,Parker,Male,1997-09-16,Brendafurt,New Hampshire,Self-Employed,55044.0,2025-03-12,8571,165286.0,13.09,36,Active,2025-05-06,10848,2025-08-16,2025-10-15,15318.84,Missed,Middle income,0,0,1
64,Alex,Parker,Male,1997-09-16,Brendafurt,New Hampshire,Self-Employed,55044.0,2025-03-12,8571,165286.0,13.09,36,Active,2025-05-06,12179,2025-12-03,2026-04-13,8903.44,Missed,Middle income,0,0,1
64,Alex,Parker,Male,1997-09-16,Brendafurt,New Hampshire,Self-Employed,55044.0,2025-03-12,8571,165286.0,13.09,36,Active,2025-05-06,19645,2025-09-18,2026-04-04,46438.14,On-Time,Middle income,0,0,0
65,Kathleen,Green,Female,1967-03-21,Port Davidshire,Idaho,Bussiness,176876.0,2024-08-01,475,850566.0,19.7,24,Default,2025-10-27,7355,2025-10-12,2025-07-28,18039.7,Missed,High income,1,1,1
